0.1, 20
0.103495, 20
0.107113, 20
0.110856, 20
0.114731, 20
0.118741, 20
0.122891, 20
0.127187, 20
0.131632, 20
0.136233, 20
0.140995, 20
0.145922, 20
0.151023, 20
0.156301, 20
0.161764, 20
0.167418, 20
0.17327, 20
0.179326, 20
0.185594, 20
0.192081, 20
0.198794, 20
0.205743, 20
0.212934, 20
0.220376, 20
0.228079, 20
0.236051, 20
0.244301, 20
0.25284, 20
0.261677, 20
0.270823, 20
0.280289, 20
0.290086, 20
0.300225, 20
0.310718, 20
0.321578, 20
0.332818, 20
0.344451, 20
0.35649, 20
0.36895, 20
0.381846, 20
0.395192, 20
0.409005, 20
0.4233, 20
0.438095, 20
0.453408, 20
0.469255, 20
0.485657, 20
0.502631, 20
0.520199, 20
0.538381, 20
0.557199, 20
0.576674, 20
0.59683, 20
0.61769, 20
0.63928, 20
0.661624, 20
0.684749, 20
0.708682, 20
0.733452, 20
0.759088, 20
0.785619, 20
0.813078, 20.0009
0.841497, 20.0064
0.870909, 20.0129
0.901349, 20.0199
0.932853, 20.0272
0.965458, 20.0348
0.999203, 20.0425
1.03413, 20.0511
1.07027, 20.0622
1.10768, 20.0744
1.14639, 20.0872
1.18646, 20.1003
1.22793, 20.1138
1.27085, 20.1275
1.31527, 20.1416
1.36124, 20.1579
1.40882, 20.1752
1.45806, 20.1931
1.50902, 20.2115
1.56177, 20.2301
1.61635, 20.2489
1.67285, 20.2679
1.73132, 20.2878
1.79183, 20.3091
1.85446, 20.3312
1.91928, 20.3536
1.98636, 20.3763
2.05578, 20.3991
2.12764, 20.422
2.202, 20.4449
2.27897, 20.4681
2.35862, 20.4926
2.44106, 20.5175
2.52638, 20.5427
2.61468, 20.568
2.70607, 20.5934
2.80065, 20.6187
2.89854, 20.6438
2.99985, 20.6688
