40, 60
41.2121, 60
42.4242, 60
43.6364, 60
44.8485, 60
46.0606, 60
47.2727, 60
48.4849, 60
49.697, 60
50.9091, 60
52.1212, 60
53.3333, 60
54.5454, 60
55.7576, 60
56.9697, 60
58.1818, 60
59.3939, 60
60.6061, 60
61.8182, 60
63.0303, 60
64.2424, 60
65.4546, 60
66.6667, 60
67.8788, 60
69.0909, 60
70.303, 60
71.5152, 60
72.7273, 60
73.9394, 60
75.1515, 60
76.3636, 60
77.5758, 60
78.7879, 60
80, 60
81.2121, 60
82.4242, 60
83.6364, 60
84.8485, 60
86.0606, 60
87.2727, 60
88.4848, 60
89.697, 60
90.9091, 60
92.1212, 60
93.3333, 60
94.5454, 60
95.7576, 60
96.9697, 60
98.1818, 60
99.3939, 60
100.606, 60
101.818, 60
103.03, 60
104.242, 60
105.454, 60
106.667, 60
107.879, 60
109.091, 60
110.303, 60
111.515, 60
112.727, 60
113.939, 60
115.151, 60
116.364, 60
117.576, 60
118.788, 60
120, 60
121.212, 60
122.424, 60
123.636, 60
124.849, 60
126.061, 60
127.273, 60
128.485, 60
129.697, 60
130.909, 60
132.121, 60
133.333, 60
134.546, 60
135.758, 60
136.97, 60
138.182, 60
139.394, 60
140.606, 60
141.818, 60
143.03, 60
144.242, 60
145.454, 60
146.667, 60
147.879, 60
149.091, 60
150.303, 60
151.515, 60
152.727, 60
153.939, 60
155.152, 60
156.364, 60
157.576, 60
158.788, 60
160, 60
