0, 0, 0, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 49, 49, 0.224086,
0, 0, 1, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 49, 49, 0.22179,
0, 0, 0, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 53, 53, 0.115464,
0, 0, 1, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 53, 53, 0.113331,
0, 0, 0, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 56, 56, 0.0637486,
0, 0, 1, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 56, 56, 0.0617216,
0, 0, 0, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 60, 60, 0.0464146,
0, 0, 1, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 60, 60, 0.0445554,
0, 0, 0, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 65, 65, 0.0508607,
0, 0, 1, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 65, 65, 0.0491407,
0, 0, 0, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 69, 69, 0.0486701,
0, 0, 1, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 69, 69, 0.0470236,
0, 0, 0, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 74, 74, 0.0677121,
0, 0, 1, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 74, 74, 0.0662267,
0, 0, 0, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 80, 80, 0.118229,
0, 0, 1, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 80, 80, 0.116791,
0, 0, 0, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 86, 86, 0.0733321,
0, 0, 1, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 86, 86, 0.0720556,
0, 0, 0, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 92, 92, 0.0455125,
0, 0, 1, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 92, 92, 0.0443609,
0, 0, 0, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 98, 98, 0.0306132,
0, 0, 1, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 98, 98, 0.0294569,
0, 0, 0, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 106, 106, 0.0289061,
0, 0, 1, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 106, 106, 0.027786,
0, 0, 0, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 113, 113, 0.0368931,
0, 0, 1, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 113, 113, 0.0358923,
0, 0, 0, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 121, 121, 0.0577319,
0, 0, 1, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 121, 121, 0.0567548,
0, 0, 0, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 130, 130, 0.0271685,
0, 0, 1, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 130, 130, 0.0262296,
0, 0, 0, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 140, 140, 0.0185931,
0, 0, 1, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 140, 140, 0.0177496,
0, 0, 0, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 150, 150, 0.0250809,
0, 0, 1, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 150, 150, 0.0242384,
0, 0, 0, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 161, 161, 0.0355914,
0, 0, 1, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 161, 161, 0.0348661,
0, 0, 0, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 172, 172, 0.0187419,
0, 0, 1, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 172, 172, 0.01807,
0, 0, 0, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 185, 185, 0.0155947,
0, 0, 1, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 185, 185, 0.0149229,
0, 0, 0, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 198, 198, 0.0232537,
0, 0, 1, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 198, 198, 0.0227544,
0, 0, 0, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 212, 212, 0.0142911,
0, 0, 1, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 212, 212, 0.0135877,
0, 0, 0, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 228, 228, 0.0124734,
0, 0, 1, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 228, 228, 0.0119093,
0, 0, 0, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 244, 244, 0.0184205,
0, 0, 1, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 244, 244, 0.0180166,
0, 0, 0, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 262, 262, 0.00975921,
0, 0, 1, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 262, 262, 0.00933053,
0, 0, 0, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 281, 281, 0.014643,
0, 0, 1, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 281, 281, 0.0140798,
0, 0, 0, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 301, 301, 0.00846984,
0, 0, 1, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 301, 301, 0.00823189,
0, 0, 0, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 323, 323, 0.0120604,
0, 0, 1, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 323, 323, 0.011955,
0, 0, 0, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 346, 346, 0.00790717,
0, 0, 1, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 346, 346, 0.00748421,
0, 0, 0, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 371, 371, 0.00728347,
0, 0, 1, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 371, 371, 0.00708367,
0, 0, 0, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 398, 398, 0.00928809,
0, 0, 1, 180.211, 202.928, 0.433597, 0.444709, 0.106166, 0.0752843, 398, 398, 0.0089338,
